label,t_min,co2_ppm,t_air,rh,uBoil,uCO2,uLamp,uVent,lamp_kwh_step,heat_kwh_step,Pn_gross_ch2o,Pn_net_co2,resp_growth,resp_maint,parCan,fruit_growth_dm,profit,elec_cost,heat_cost,lamp_kwh_cum,heat_kwh_cum,energy_kwh_cum,Pn_cum_co2_mg_m2
default RB,165.0,520.2385864257812,16.24330711364746,82.56375885009766,0.5889459789947932,3.3716758057181455e-23,0.0,0.00021916733496279254,0.0,0.019140744317330777,-6.431143867557425e-16,-0.14854792743503825,2.1149458534404174e-06,0.10128056113572935,0.0,-7.7074879997526295,-0.0019123897871905222,0.0,0.0017226670056581497,0.0,0.21830750306465388,0.21830750306465388,-1551.9716191736482
default RB,180.0,528.4151611328125,16.0222225189209,84.36884307861328,0.09613336376089536,1.5504421783826264e-23,0.0,0.00011245097135216789,0.0,0.0031243343222290988,-6.4739685311867965e-16,-0.1470741201214452,2.5539372182939818e-06,0.10027525353847572,0.0,-7.6308797640303965,-0.0004690271365597772,0.0,0.0002811900962144136,0.0,0.221431837386883,0.221431837386883,-1684.3383272829487
default RB,195.0,534.2606811523438,15.739935874938965,85.3961410522461,0.44900904901991745,7.301194221690728e-24,0.0,0.0031168965002610315,0.0,0.014592794093147315,-6.509619530035336e-16,-0.14560347939329354,3.087188401674281e-06,0.09927201071689523,0.0,-7.554900153234485,-0.0014993182760172593,0.0,0.0013133515030145644,0.0,0.2360246314800303,0.2360246314800303,-1815.381458736913
default RB,210.0,532.171142578125,15.702190399169922,84.11888885498047,0.916466282533616,4.261605918959349e-24,0.0,0.020323419623384218,0.0,0.029785154182342517,-6.504121848976314e-16,-0.14414521687150525,3.7360103839179334e-06,0.0982770920105298,0.0,-7.4789525907544885,-0.0028647612095201534,0.0,0.0026806639149785042,0.0,0.26580978566237284,0.26580978566237284,-1945.1121539212677
default RB,225.0,537.3548583984375,16.177011489868164,82.43312072753906,0.9435847567887085,6.293226481543565e-24,0.0,0.0019690272030308165,0.0,0.030666504595633026,-6.506970001019372e-16,-0.14273545396917806,4.5104390292348704e-06,0.09731511561930122,0.0,-7.404135770659195,-0.002942241014712848,0.0,0.002759985364973545,0.0,0.29647629025800587,0.29647629025800587,-2073.574062493528
default RB,240.0,545.9342651367188,16.72714614868164,81.10171508789062,0.9980594134034594,4.205797645536532e-15,0.0,8.840241573726858e-05,0.0,0.03243693093561243,-6.519269697181615e-16,-0.14139862108885465,5.399111359920568e-06,0.09640274999854781,0.0,-7.332332157107885,-0.0030998118977030222,0.0,0.002919323721528053,0.0,0.3289132211936183,0.3289132211936183,-2200.832821473497
default RB,255.0,554.7928466796875,17.252681732177734,80.13607788085938,0.9998390285144805,1.0814297805090367e-06,0.0,7.60977963744479e-06,0.0,0.03249476842672062,2.747685917676236e-05,-0.14009535639343743,6.4044416934272286e-06,0.09554063197738114,0.0133070357048679,-7.264037832530448,-0.003103337643012954,0.0,0.0029245290979743005,0.0,0.36140798962033893,0.36140798962033893,-2326.9186422275907
default RB,270.0,961.1541137695312,17.459325790405273,82.8654556274414,0.9999893717479511,0.9963236167472184,0.0,1.2848793111001402e-06,0.0,0.03249965458180842,0.0026137265767624913,-0.13507792889011197,7.642974746972637e-06,0.09470466992211923,1.1003436655332806,-7.198439857027552,-0.004447198253458258,0.0,0.0029249689668416974,0.0,0.39390764420214736,0.39390764420214736,-2448.4887782286914
default RB,285.0,950.6769409179688,17.75257110595703,84.17462921142578,0.9999993124570628,3.579598313291432e-09,0.0,0.00019601084393601232,0.0,0.03249997765485454,0.005092737596285813,-0.13026348107585406,9.184848995929363e-06,0.09389956106780209,2.1514060633977774,-7.134187715906592,-0.0031006086872548194,0.0,0.0029249979078769684,0.0,0.4264076218570019,0.4264076218570019,-2565.72591119696
default RB,300.0,939.9000244140625,18.020238876342773,84.74335479736328,0.9999897604418669,9.39552365149634e-09,0.0,0.0021814454893210778,0.0,0.03249966721436068,0.007550022072621849,-0.1255293437045166,1.1096958334726652e-05,0.09312711255445366,3.200839986875645,-7.071659800698399,-0.0030990416514505154,0.0,0.0029249700129032135,0.0,0.4589072890713626,0.4589072890713626,-2678.702320531025
default RB,315.0,915.4921264648438,18.19671630859375,85.02598571777344,0.9998795227423897,2.535099071406134e-08,0.0,0.006194127535078774,0.0,0.03249608448912766,0.010297516463849875,-0.12041082182047377,1.3508481327929038e-05,0.09238229419720881,4.393480605441797,-7.0104902129096445,-0.0030972135987697566,0.0,0.002924647651612759,0.0,0.49140337356049024,0.49140337356049024,-2787.0720601694516
default RB,330.0,879.236328125,18.459217071533203,85.35821533203125,0.99938820974453,2.4005529797138467e-07,0.0,0.010381515285895376,0.0,0.03248011681669723,0.02645649032430953,-0.09566516799943502,1.7596922377105452e-05,0.09166514320615302,11.421763348064488,-6.94905763179122,-0.003094264587829294,0.0,0.0029232105374336244,0.0,0.5238834903771875,0.5238834903771875,-2873.170711368943
default RB,345.0,826.5897827148438,18.63501739501953,85.45572662353516,0.9931782957258865,6.769265257844329e-06,0.0,0.01897845035837777,0.0,0.03227829461109131,0.04163841014007759,-0.07239874493778503,2.4413015583166706e-05,0.09097677692802654,18.279879811355226,-6.885181991252466,-0.003074537092299412,0.0,0.002905046550929546,0.0,0.5561617849882788,0.5561617849882788,-2938.3295818129495
